"REF_DATE","GEO","DGUID","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1981","Prince Edward Island","2016A000211","Compensation of employees","Dollars","81","millions","6","v62783234","3.1","562","","","","0"
"1981","Prince Edward Island","2016A000211","Wages and salaries","Dollars","81","millions","6","v62783235","3.2","516","","","","0"
"1981","Prince Edward Island","2016A000211","Employers' social contributions","Dollars","81","millions","6","v62783236","3.3","46","","","","0"
"1981","Prince Edward Island","2016A000211","Gross operating surplus","Dollars","81","millions","6","v62783237","3.4","184","","","","0"
"1981","Prince Edward Island","2016A000211","Net operating surplus: corporations","Dollars","81","millions","6","v62783238","3.5","69","","","","0"
"1981","Prince Edward Island","2016A000211","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783239","3.6","61","","","","0"
"1981","Prince Edward Island","2016A000211","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783240","3.7","54","","","","0"
"1981","Prince Edward Island","2016A000211","Gross mixed income","Dollars","81","millions","6","v62783241","3.8","248","","","","0"
"1981","Prince Edward Island","2016A000211","Net mixed income","Dollars","81","millions","6","v62783242","3.9","194","","","","0"
"1981","Prince Edward Island","2016A000211","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783243","3.10","54","","","","0"
"1981","Prince Edward Island","2016A000211","Taxes less subsidies on production","Dollars","81","millions","6","v62783244","3.11","40","","","","0"
"1981","Prince Edward Island","2016A000211","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783245","3.12","44","","","","0"
"1981","Prince Edward Island","2016A000211","Statistical discrepancy","Dollars","81","millions","6","v62783246","3.13","-3","","","","0"
"1981","Prince Edward Island","2016A000211","Gross domestic product at market prices","Dollars","81","millions","6","v62783247","3.14","1074","","","","0"
"1981","Nova Scotia","2016A000212","Compensation of employees","Dollars","81","millions","6","v62783248","4.1","5094","","","","0"
"1981","Nova Scotia","2016A000212","Wages and salaries","Dollars","81","millions","6","v62783249","4.2","4655","","","","0"
"1981","Nova Scotia","2016A000212","Employers' social contributions","Dollars","81","millions","6","v62783250","4.3","439","","","","0"
"1981","Nova Scotia","2016A000212","Gross operating surplus","Dollars","81","millions","6","v62783251","4.4","1617","","","","0"
"1981","Nova Scotia","2016A000212","Net operating surplus: corporations","Dollars","81","millions","6","v62783252","4.5","347","","","","0"
"1981","Nova Scotia","2016A000212","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783253","4.6","831","","","","0"
"1981","Nova Scotia","2016A000212","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783254","4.7","439","","","","0"
"1981","Nova Scotia","2016A000212","Gross mixed income","Dollars","81","millions","6","v62783255","4.8","1274","","","","0"
"1981","Nova Scotia","2016A000212","Net mixed income","Dollars","81","millions","6","v62783256","4.9","1025","","","","0"
"1981","Nova Scotia","2016A000212","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783257","4.10","250","","","","0"
"1981","Nova Scotia","2016A000212","Taxes less subsidies on production","Dollars","81","millions","6","v62783258","4.11","289","","","","0"
"1981","Nova Scotia","2016A000212","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783259","4.12","-238","","","","0"
"1981","Nova Scotia","2016A000212","Statistical discrepancy","Dollars","81","millions","6","v62783260","4.13","67","","","","0"
"1981","Nova Scotia","2016A000212","Gross domestic product at market prices","Dollars","81","millions","6","v62783261","4.14","8103","","","","0"
"1981","New Brunswick","2016A000213","Compensation of employees","Dollars","81","millions","6","v62783262","5.1","3921","","","","0"
"1981","New Brunswick","2016A000213","Wages and salaries","Dollars","81","millions","6","v62783263","5.2","3599","","","","0"
"1981","New Brunswick","2016A000213","Employers' social contributions","Dollars","81","millions","6","v62783264","5.3","322","","","","0"
"1981","New Brunswick","2016A000213","Gross operating surplus","Dollars","81","millions","6","v62783265","5.4","1669","","","","0"
"1981","New Brunswick","2016A000213","Net operating surplus: corporations","Dollars","81","millions","6","v62783266","5.5","443","","","","0"
"1981","New Brunswick","2016A000213","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783267","5.6","890","","","","0"
"1981","New Brunswick","2016A000213","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783268","5.7","336","","","","0"
"1981","New Brunswick","2016A000213","Gross mixed income","Dollars","81","millions","6","v62783269","5.8","834","","","","0"
"1981","New Brunswick","2016A000213","Net mixed income","Dollars","81","millions","6","v62783270","5.9","653","","","","0"
"1981","New Brunswick","2016A000213","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783271","5.10","181","","","","0"
"1981","New Brunswick","2016A000213","Taxes less subsidies on production","Dollars","81","millions","6","v62783272","5.11","287","","","","0"
"1981","New Brunswick","2016A000213","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783273","5.12","10","","","","0"
"1981","New Brunswick","2016A000213","Statistical discrepancy","Dollars","81","millions","6","v62783274","5.13","-70","","","","0"
"1981","New Brunswick","2016A000213","Gross domestic product at market prices","Dollars","81","millions","6","v62783275","5.14","6652","","","","0"
"1981","Quebec","2016A000224","Compensation of employees","Dollars","81","millions","6","v62783276","6.1","48154","","","","0"
"1981","Quebec","2016A000224","Wages and salaries","Dollars","81","millions","6","v62783277","6.2","43399","","","","0"
"1981","Quebec","2016A000224","Employers' social contributions","Dollars","81","millions","6","v62783278","6.3","4755","","","","0"
"1981","Quebec","2016A000224","Gross operating surplus","Dollars","81","millions","6","v62783279","6.4","18210","","","","0"
"1981","Quebec","2016A000224","Net operating surplus: corporations","Dollars","81","millions","6","v62783280","6.5","8312","","","","0"
"1981","Quebec","2016A000224","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783281","6.6","7307","","","","0"
"1981","Quebec","2016A000224","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783282","6.7","2591","","","","0"
"1981","Quebec","2016A000224","Gross mixed income","Dollars","81","millions","6","v62783283","6.8","8258","","","","0"
"1981","Quebec","2016A000224","Net mixed income","Dollars","81","millions","6","v62783284","6.9","6297","","","","0"
"1981","Quebec","2016A000224","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783285","6.10","1962","","","","0"
"1981","Quebec","2016A000224","Taxes less subsidies on production","Dollars","81","millions","6","v62783286","6.11","4403","","","","0"
"1981","Quebec","2016A000224","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783287","6.12","4047","","","","0"
"1981","Quebec","2016A000224","Statistical discrepancy","Dollars","81","millions","6","v62783288","6.13","-401","","","","0"
"1981","Quebec","2016A000224","Gross domestic product at market prices","Dollars","81","millions","6","v62783289","6.14","82671","","","","0"
"1981","Ontario","2016A000235","Compensation of employees","Dollars","81","millions","6","v62783290","7.1","73920","","","","0"
"1981","Ontario","2016A000235","Wages and salaries","Dollars","81","millions","6","v62783291","7.2","67332","","","","0"
"1981","Ontario","2016A000235","Employers' social contributions","Dollars","81","millions","6","v62783292","7.3","6588","","","","0"
"1981","Ontario","2016A000235","Gross operating surplus","Dollars","81","millions","6","v62783293","7.4","26529","","","","0"
"1981","Ontario","2016A000235","Net operating surplus: corporations","Dollars","81","millions","6","v62783294","7.5","11371","","","","0"
"1981","Ontario","2016A000235","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783295","7.6","11309","","","","0"
"1981","Ontario","2016A000235","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783296","7.7","3849","","","","0"
"1981","Ontario","2016A000235","Gross mixed income","Dollars","81","millions","6","v62783297","7.8","15634","","","","0"
"1981","Ontario","2016A000235","Net mixed income","Dollars","81","millions","6","v62783298","7.9","11709","","","","0"
"1981","Ontario","2016A000235","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783299","7.10","3925","","","","0"
"1981","Ontario","2016A000235","Taxes less subsidies on production","Dollars","81","millions","6","v62783300","7.11","5742","","","","0"
"1981","Ontario","2016A000235","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783301","7.12","10396","","","","0"
"1981","Ontario","2016A000235","Statistical discrepancy","Dollars","81","millions","6","v62783302","7.13","324","","","","0"
"1981","Ontario","2016A000235","Gross domestic product at market prices","Dollars","81","millions","6","v62783303","7.14","132545","","","","0"
"1981","Manitoba","2016A000246","Compensation of employees","Dollars","81","millions","6","v62783304","8.1","7134","","","","0"
"1981","Manitoba","2016A000246","Wages and salaries","Dollars","81","millions","6","v62783305","8.2","6593","","","","0"
"1981","Manitoba","2016A000246","Employers' social contributions","Dollars","81","millions","6","v62783306","8.3","541","","","","0"
"1981","Manitoba","2016A000246","Gross operating surplus","Dollars","81","millions","6","v62783307","8.4","3095","","","","0"
"1981","Manitoba","2016A000246","Net operating surplus: corporations","Dollars","81","millions","6","v62783308","8.5","1326","","","","0"
"1981","Manitoba","2016A000246","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783309","8.6","1322","","","","0"
"1981","Manitoba","2016A000246","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783310","8.7","447","","","","0"
"1981","Manitoba","2016A000246","Gross mixed income","Dollars","81","millions","6","v62783311","8.8","2194","","","","0"
"1981","Manitoba","2016A000246","Net mixed income","Dollars","81","millions","6","v62783312","8.9","1635","","","","0"
"1981","Manitoba","2016A000246","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783313","8.10","560","","","","0"
"1981","Manitoba","2016A000246","Taxes less subsidies on production","Dollars","81","millions","6","v62783314","8.11","705","","","","0"
"1981","Manitoba","2016A000246","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783315","8.12","871","","","","0"
"1981","Manitoba","2016A000246","Statistical discrepancy","Dollars","81","millions","6","v62783316","8.13","-143","","","","0"
"1981","Manitoba","2016A000246","Gross domestic product at market prices","Dollars","81","millions","6","v62783317","8.14","13856","","","","0"
"1981","Saskatchewan","2016A000247","Compensation of employees","Dollars","81","millions","6","v62783318","9.1","5803","","","","0"
"1981","Saskatchewan","2016A000247","Wages and salaries","Dollars","81","millions","6","v62783319","9.2","5388","","","","0"
"1981","Saskatchewan","2016A000247","Employers' social contributions","Dollars","81","millions","6","v62783320","9.3","415","","","","0"
"1981","Saskatchewan","2016A000247","Gross operating surplus","Dollars","81","millions","6","v62783321","9.4","3832","","","","0"
"1981","Saskatchewan","2016A000247","Net operating surplus: corporations","Dollars","81","millions","6","v62783322","9.5","1869","","","","0"
"1981","Saskatchewan","2016A000247","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783323","9.6","1482","","","","0"
"1981","Saskatchewan","2016A000247","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783324","9.7","481","","","","0"
"1981","Saskatchewan","2016A000247","Gross mixed income","Dollars","81","millions","6","v62783325","9.8","3480","","","","0"
"1981","Saskatchewan","2016A000247","Net mixed income","Dollars","81","millions","6","v62783326","9.9","2555","","","","0"
"1981","Saskatchewan","2016A000247","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783327","9.10","925","","","","0"
"1981","Saskatchewan","2016A000247","Taxes less subsidies on production","Dollars","81","millions","6","v62783328","9.11","450","","","","0"
"1981","Saskatchewan","2016A000247","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783329","9.12","1607","","","","0"
"1981","Saskatchewan","2016A000247","Statistical discrepancy","Dollars","81","millions","6","v62783330","9.13","-56","","","","0"
"1981","Saskatchewan","2016A000247","Gross domestic product at market prices","Dollars","81","millions","6","v62783331","9.14","15117","","","","0"
"1981","Alberta","2016A000248","Compensation of employees","Dollars","81","millions","6","v62783332","10.1","22472","","","","0"
"1981","Alberta","2016A000248","Wages and salaries","Dollars","81","millions","6","v62783333","10.2","20951","","","","0"
"1981","Alberta","2016A000248","Employers' social contributions","Dollars","81","millions","6","v62783334","10.3","1521","","","","0"
"1981","Alberta","2016A000248","Gross operating surplus","Dollars","81","millions","6","v62783335","10.4","21488","","","","0"
"1981","Alberta","2016A000248","Net operating surplus: corporations","Dollars","81","millions","6","v62783336","10.5","13748","","","","0"
"1981","Alberta","2016A000248","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783337","10.6","6497","","","","0"
"1981","Alberta","2016A000248","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783338","10.7","1243","","","","0"
"1981","Alberta","2016A000248","Gross mixed income","Dollars","81","millions","6","v62783339","10.8","6308","","","","0"
"1981","Alberta","2016A000248","Net mixed income","Dollars","81","millions","6","v62783340","10.9","4750","","","","0"
"1981","Alberta","2016A000248","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783341","10.10","1558","","","","0"
"1981","Alberta","2016A000248","Taxes less subsidies on production","Dollars","81","millions","6","v62783342","10.11","1450","","","","0"
"1981","Alberta","2016A000248","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783343","10.12","2397","","","","0"
"1981","Alberta","2016A000248","Statistical discrepancy","Dollars","81","millions","6","v62783344","10.13","486","","","","0"
"1981","Alberta","2016A000248","Gross domestic product at market prices","Dollars","81","millions","6","v62783345","10.14","54601","","","","0"
"1981","British Columbia","2016A000259","Compensation of employees","Dollars","81","millions","6","v62783346","11.1","25637","","","","0"
"1981","British Columbia","2016A000259","Wages and salaries","Dollars","81","millions","6","v62783347","11.2","23463","","","","0"
"1981","British Columbia","2016A000259","Employers' social contributions","Dollars","81","millions","6","v62783348","11.3","2174","","","","0"
"1981","British Columbia","2016A000259","Gross operating surplus","Dollars","81","millions","6","v62783349","11.4","9026","","","","0"
"1981","British Columbia","2016A000259","Net operating surplus: corporations","Dollars","81","millions","6","v62783350","11.5","3226","","","","0"
"1981","British Columbia","2016A000259","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783351","11.6","4635","","","","0"
"1981","British Columbia","2016A000259","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783352","11.7","1165","","","","0"
"1981","British Columbia","2016A000259","Gross mixed income","Dollars","81","millions","6","v62783353","11.8","6394","","","","0"
"1981","British Columbia","2016A000259","Net mixed income","Dollars","81","millions","6","v62783354","11.9","4913","","","","0"
"1981","British Columbia","2016A000259","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783355","11.10","1481","","","","0"
"1981","British Columbia","2016A000259","Taxes less subsidies on production","Dollars","81","millions","6","v62783356","11.11","2158","","","","0"
"1981","British Columbia","2016A000259","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783357","11.12","3165","","","","0"
"1981","British Columbia","2016A000259","Statistical discrepancy","Dollars","81","millions","6","v62783358","11.13","216","","","","0"
"1981","British Columbia","2016A000259","Gross domestic product at market prices","Dollars","81","millions","6","v62783359","11.14","46596","","","","0"
"1981","Yukon","2016A000260","Compensation of employees","Dollars","81","millions","6","v62783360","12.1","312","","","","0"
"1981","Yukon","2016A000260","Wages and salaries","Dollars","81","millions","6","v62783361","12.2","290","","","","0"
"1981","Yukon","2016A000260","Employers' social contributions","Dollars","81","millions","6","v62783362","12.3","22","","","","0"
"1981","Yukon","2016A000260","Gross operating surplus","Dollars","81","millions","6","v62783363","12.4","128","","","","0"
"1981","Yukon","2016A000260","Net operating surplus: corporations","Dollars","81","millions","6","v62783364","12.5","-1","","","","0"
"1981","Yukon","2016A000260","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783365","12.6","91","","","","0"
"1981","Yukon","2016A000260","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783366","12.7","38","","","","0"
"1981","Yukon","2016A000260","Gross mixed income","Dollars","81","millions","6","v62783367","12.8","45","","","","0"
"1981","Yukon","2016A000260","Net mixed income","Dollars","81","millions","6","v62783368","12.9","34","","","","0"
"1981","Yukon","2016A000260","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783369","12.10","11","","","","0"
"1981","Yukon","2016A000260","Taxes less subsidies on production","Dollars","81","millions","6","v62783370","12.11","15","","","","0"
"1981","Yukon","2016A000260","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783371","12.12","21","","","","0"
"1981","Yukon","2016A000260","Statistical discrepancy","Dollars","81","millions","6","v62783372","12.13","-20","","","","0"
"1981","Yukon","2016A000260","Gross domestic product at market prices","Dollars","81","millions","6","v62783373","12.14","501","","","","0"
"1981","Northwest Territories including Nunavut","","Compensation of employees","Dollars","81","millions","6","v79441612","16.1","589","","","","0"
"1981","Northwest Territories including Nunavut","","Wages and salaries","Dollars","81","millions","6","v79441613","16.2","551","","","","0"
"1981","Northwest Territories including Nunavut","","Employers' social contributions","Dollars","81","millions","6","v79441614","16.3","38","","","","0"
"1981","Northwest Territories including Nunavut","","Gross operating surplus","Dollars","81","millions","6","v79441615","16.4","331","","","","0"
"1981","Northwest Territories including Nunavut","","Net operating surplus: corporations","Dollars","81","millions","6","v79441616","16.5","-328","","","","0"
"1981","Northwest Territories including Nunavut","","Consumption of fixed capital: corporations","Dollars","81","millions","6","v79441617","16.6","587","","","","0"
"1981","Northwest Territories including Nunavut","","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v79441618","16.7","72","","","","0"
"1981","Northwest Territories including Nunavut","","Gross mixed income","Dollars","81","millions","6","v79441619","16.8","72","","","","0"
"1981","Northwest Territories including Nunavut","","Net mixed income","Dollars","81","millions","6","v79441620","16.9","54","","","","0"
"1981","Northwest Territories including Nunavut","","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v79441621","16.10","18","","","","0"
"1981","Northwest Territories including Nunavut","","Taxes less subsidies on production","Dollars","81","millions","6","v79441622","16.11","15","","","","0"
"1981","Northwest Territories including Nunavut","","Taxes less subsidies on products and imports","Dollars","81","millions","6","v79441623","16.12","23","","","","0"
"1981","Northwest Territories including Nunavut","","Statistical discrepancy","Dollars","81","millions","6","v79441624","16.13","23","","","","0"
"1981","Northwest Territories including Nunavut","","Gross domestic product at market prices","Dollars","81","millions","6","v79441625","16.14","1053","","","","0"
"1981","Northwest Territories","2016A000261","Compensation of employees","Dollars","81","millions","6","v62783374","13.1","","..","","","0"
"1981","Northwest Territories","2016A000261","Wages and salaries","Dollars","81","millions","6","v62783375","13.2","","..","","","0"
"1981","Northwest Territories","2016A000261","Employers' social contributions","Dollars","81","millions","6","v62783376","13.3","","..","","","0"
"1981","Northwest Territories","2016A000261","Gross operating surplus","Dollars","81","millions","6","v62783377","13.4","","..","","","0"
"1981","Northwest Territories","2016A000261","Net operating surplus: corporations","Dollars","81","millions","6","v62783378","13.5","","..","","","0"
"1981","Northwest Territories","2016A000261","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783379","13.6","","..","","","0"
"1981","Northwest Territories","2016A000261","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783380","13.7","","..","","","0"
"1981","Northwest Territories","2016A000261","Gross mixed income","Dollars","81","millions","6","v62783381","13.8","","..","","","0"
"1981","Northwest Territories","2016A000261","Net mixed income","Dollars","81","millions","6","v62783382","13.9","","..","","","0"
"1981","Northwest Territories","2016A000261","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783383","13.10","","..","","","0"
"1981","Northwest Territories","2016A000261","Taxes less subsidies on production","Dollars","81","millions","6","v62783384","13.11","","..","","","0"
"1981","Northwest Territories","2016A000261","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783385","13.12","","..","","","0"
"1981","Northwest Territories","2016A000261","Statistical discrepancy","Dollars","81","millions","6","v62783386","13.13","","..","","","0"
"1981","Northwest Territories","2016A000261","Gross domestic product at market prices","Dollars","81","millions","6","v62783387","13.14","","..","","","0"
"1981","Nunavut","2016A000262","Compensation of employees","Dollars","81","millions","6","v62783388","14.1","","..","","","0"
"1981","Nunavut","2016A000262","Wages and salaries","Dollars","81","millions","6","v62783389","14.2","","..","","","0"
"1981","Nunavut","2016A000262","Employers' social contributions","Dollars","81","millions","6","v62783390","14.3","","..","","","0"
"1981","Nunavut","2016A000262","Gross operating surplus","Dollars","81","millions","6","v62783391","14.4","","..","","","0"
"1981","Nunavut","2016A000262","Net operating surplus: corporations","Dollars","81","millions","6","v62783392","14.5","","..","","","0"
"1981","Nunavut","2016A000262","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783393","14.6","","..","","","0"
"1981","Nunavut","2016A000262","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783394","14.7","","..","","","0"
"1981","Nunavut","2016A000262","Gross mixed income","Dollars","81","millions","6","v62783395","14.8","","..","","","0"
"1981","Nunavut","2016A000262","Net mixed income","Dollars","81","millions","6","v62783396","14.9","","..","","","0"
"1981","Nunavut","2016A000262","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783397","14.10","","..","","","0"
"1981","Nunavut","2016A000262","Taxes less subsidies on production","Dollars","81","millions","6","v62783398","14.11","","..","","","0"
"1981","Nunavut","2016A000262","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783399","14.12","","..","","","0"
"1981","Nunavut","2016A000262","Statistical discrepancy","Dollars","81","millions","6","v62783400","14.13","","..","","","0"
"1981","Nunavut","2016A000262","Gross domestic product at market prices","Dollars","81","millions","6","v62783401","14.14","","..","","","0"
"1981","Outside Canada","","Compensation of employees","Dollars","81","millions","6","v62783402","15.1","317","","","","0"
"1981","Outside Canada","","Wages and salaries","Dollars","81","millions","6","v62783403","15.2","301","","","","0"
"1981","Outside Canada","","Employers' social contributions","Dollars","81","millions","6","v62783404","15.3","16","","","","0"
"1981","Outside Canada","","Gross operating surplus","Dollars","81","millions","6","v62783405","15.4","3","","","","0"
"1981","Outside Canada","","Net operating surplus: corporations","Dollars","81","millions","6","v62783406","15.5","0","","","","0"
"1981","Outside Canada","","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783407","15.6","0","","","","0"
"1981","Outside Canada","","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783408","15.7","3","","","","0"
"1981","Outside Canada","","Gross mixed income","Dollars","81","millions","6","v62783409","15.8","0","","","","0"
"1981","Outside Canada","","Net mixed income","Dollars","81","millions","6","v62783410","15.9","0","","","","0"
"1981","Outside Canada","","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783411","15.10","0","","","","0"
"1981","Outside Canada","","Taxes less subsidies on production","Dollars","81","millions","6","v62783412","15.11","0","","","","0"
"1981","Outside Canada","","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783413","15.12","0","","","","0"
"1981","Outside Canada","","Statistical discrepancy","Dollars","81","millions","6","v62783414","15.13","18","","","","0"
"1981","Outside Canada","","Gross domestic product at market prices","Dollars","81","millions","6","v62783415","15.14","338","","","","0"
"1982","Canada","2016A000011124","Compensation of employees","Dollars","81","millions","6","v62783206","1.1","210149","","","","0"
"1982","Canada","2016A000011124","Wages and salaries","Dollars","81","millions","6","v62783207","1.2","191673","","","","0"
"1982","Canada","2016A000011124","Employers' social contributions","Dollars","81","millions","6","v62783208","1.3","18476","","","","0"
"1982","Canada","2016A000011124","Gross operating surplus","Dollars","81","millions","6","v62783209","1.4","86940","","","","0"
"1982","Canada","2016A000011124","Net operating surplus: corporations","Dollars","81","millions","6","v62783210","1.5","34432","","","","0"
"1982","Canada","2016A000011124","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783211","1.6","40238","","","","0"
"1982","Canada","2016A000011124","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783212","1.7","12270","","","","0"
"1982","Canada","2016A000011124","Gross mixed income","Dollars","81","millions","6","v62783213","1.8","49039","","","","0"
"1982","Canada","2016A000011124","Net mixed income","Dollars","81","millions","6","v62783214","1.9","36773","","","","0"
"1982","Canada","2016A000011124","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783215","1.10","12266","","","","0"
"1982","Canada","2016A000011124","Taxes less subsidies on production","Dollars","81","millions","6","v62783216","1.11","17665","","","","0"
"1982","Canada","2016A000011124","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783217","1.12","23324","","","","0"
